low_res,high_res
./dataset/train/low_res/144.png,./dataset/train/high_res/144.png
./dataset/train/low_res/145.png,./dataset/train/high_res/145.png
./dataset/train/low_res/146.png,./dataset/train/high_res/146.png
./dataset/train/low_res/147.png,./dataset/train/high_res/147.png
./dataset/train/low_res/148.png,./dataset/train/high_res/148.png
./dataset/train/low_res/149.png,./dataset/train/high_res/149.png
./dataset/train/low_res/150.png,./dataset/train/high_res/150.png
./dataset/train/low_res/151.png,./dataset/train/high_res/151.png
./dataset/train/low_res/152.png,./dataset/train/high_res/152.png
./dataset/train/low_res/153.png,./dataset/train/high_res/153.png
./dataset/train/low_res/154.png,./dataset/train/high_res/154.png
./dataset/train/low_res/155.png,./dataset/train/high_res/155.png
./dataset/train/low_res/156.png,./dataset/train/high_res/156.png
./dataset/train/low_res/157.png,./dataset/train/high_res/157.png
./dataset/train/low_res/158.png,./dataset/train/high_res/158.png
./dataset/train/low_res/159.png,./dataset/train/high_res/159.png
./dataset/train/low_res/160.png,./dataset/train/high_res/160.png
./dataset/train/low_res/161.png,./dataset/train/high_res/161.png
./dataset/train/low_res/162.png,./dataset/train/high_res/162.png
./dataset/train/low_res/163.png,./dataset/train/high_res/163.png
./dataset/train/low_res/164.png,./dataset/train/high_res/164.png
./dataset/train/low_res/165.png,./dataset/train/high_res/165.png
./dataset/train/low_res/166.png,./dataset/train/high_res/166.png
./dataset/train/low_res/167.png,./dataset/train/high_res/167.png
./dataset/train/low_res/168.png,./dataset/train/high_res/168.png
./dataset/train/low_res/169.png,./dataset/train/high_res/169.png
./dataset/train/low_res/170.png,./dataset/train/high_res/170.png
./dataset/train/low_res/171.png,./dataset/train/high_res/171.png
./dataset/train/low_res/172.png,./dataset/train/high_res/172.png
./dataset/train/low_res/173.png,./dataset/train/high_res/173.png
./dataset/train/low_res/174.png,./dataset/train/high_res/174.png
./dataset/train/low_res/175.png,./dataset/train/high_res/175.png
./dataset/train/low_res/176.png,./dataset/train/high_res/176.png
./dataset/train/low_res/177.png,./dataset/train/high_res/177.png
./dataset/train/low_res/178.png,./dataset/train/high_res/178.png
./dataset/train/low_res/179.png,./dataset/train/high_res/179.png
./dataset/train/low_res/180.png,./dataset/train/high_res/180.png
./dataset/train/low_res/181.png,./dataset/train/high_res/181.png
./dataset/train/low_res/182.png,./dataset/train/high_res/182.png
./dataset/train/low_res/183.png,./dataset/train/high_res/183.png
./dataset/train/low_res/184.png,./dataset/train/high_res/184.png
./dataset/train/low_res/185.png,./dataset/train/high_res/185.png
./dataset/train/low_res/186.png,./dataset/train/high_res/186.png
./dataset/train/low_res/187.png,./dataset/train/high_res/187.png
./dataset/train/low_res/188.png,./dataset/train/high_res/188.png
./dataset/train/low_res/189.png,./dataset/train/high_res/189.png
./dataset/train/low_res/190.png,./dataset/train/high_res/190.png
./dataset/train/low_res/191.png,./dataset/train/high_res/191.png
./dataset/train/low_res/192.png,./dataset/train/high_res/192.png
./dataset/train/low_res/193.png,./dataset/train/high_res/193.png
./dataset/train/low_res/194.png,./dataset/train/high_res/194.png
./dataset/train/low_res/195.png,./dataset/train/high_res/195.png
./dataset/train/low_res/196.png,./dataset/train/high_res/196.png
./dataset/train/low_res/197.png,./dataset/train/high_res/197.png
./dataset/train/low_res/198.png,./dataset/train/high_res/198.png
./dataset/train/low_res/199.png,./dataset/train/high_res/199.png
./dataset/train/low_res/200.png,./dataset/train/high_res/200.png
./dataset/train/low_res/201.png,./dataset/train/high_res/201.png
./dataset/train/low_res/202.png,./dataset/train/high_res/202.png
./dataset/train/low_res/203.png,./dataset/train/high_res/203.png
./dataset/train/low_res/204.png,./dataset/train/high_res/204.png
./dataset/train/low_res/205.png,./dataset/train/high_res/205.png
./dataset/train/low_res/206.png,./dataset/train/high_res/206.png
./dataset/train/low_res/207.png,./dataset/train/high_res/207.png
./dataset/train/low_res/208.png,./dataset/train/high_res/208.png
./dataset/train/low_res/209.png,./dataset/train/high_res/209.png
./dataset/train/low_res/210.png,./dataset/train/high_res/210.png
./dataset/train/low_res/211.png,./dataset/train/high_res/211.png
./dataset/train/low_res/212.png,./dataset/train/high_res/212.png
./dataset/train/low_res/213.png,./dataset/train/high_res/213.png
./dataset/train/low_res/214.png,./dataset/train/high_res/214.png
./dataset/train/low_res/215.png,./dataset/train/high_res/215.png
./dataset/train/low_res/216.png,./dataset/train/high_res/216.png
./dataset/train/low_res/217.png,./dataset/train/high_res/217.png
./dataset/train/low_res/218.png,./dataset/train/high_res/218.png
./dataset/train/low_res/219.png,./dataset/train/high_res/219.png
./dataset/train/low_res/220.png,./dataset/train/high_res/220.png
./dataset/train/low_res/221.png,./dataset/train/high_res/221.png
./dataset/train/low_res/222.png,./dataset/train/high_res/222.png
./dataset/train/low_res/223.png,./dataset/train/high_res/223.png
./dataset/train/low_res/224.png,./dataset/train/high_res/224.png
./dataset/train/low_res/225.png,./dataset/train/high_res/225.png
./dataset/train/low_res/226.png,./dataset/train/high_res/226.png
./dataset/train/low_res/227.png,./dataset/train/high_res/227.png
./dataset/train/low_res/228.png,./dataset/train/high_res/228.png
./dataset/train/low_res/229.png,./dataset/train/high_res/229.png
./dataset/train/low_res/230.png,./dataset/train/high_res/230.png
./dataset/train/low_res/231.png,./dataset/train/high_res/231.png
./dataset/train/low_res/232.png,./dataset/train/high_res/232.png
./dataset/train/low_res/233.png,./dataset/train/high_res/233.png
./dataset/train/low_res/234.png,./dataset/train/high_res/234.png
./dataset/train/low_res/235.png,./dataset/train/high_res/235.png
./dataset/train/low_res/236.png,./dataset/train/high_res/236.png
./dataset/train/low_res/237.png,./dataset/train/high_res/237.png
./dataset/train/low_res/238.png,./dataset/train/high_res/238.png
./dataset/train/low_res/239.png,./dataset/train/high_res/239.png
./dataset/train/low_res/240.png,./dataset/train/high_res/240.png
./dataset/train/low_res/241.png,./dataset/train/high_res/241.png
./dataset/train/low_res/242.png,./dataset/train/high_res/242.png
./dataset/train/low_res/243.png,./dataset/train/high_res/243.png
./dataset/train/low_res/244.png,./dataset/train/high_res/244.png
./dataset/train/low_res/245.png,./dataset/train/high_res/245.png
./dataset/train/low_res/246.png,./dataset/train/high_res/246.png
./dataset/train/low_res/247.png,./dataset/train/high_res/247.png
./dataset/train/low_res/248.png,./dataset/train/high_res/248.png
./dataset/train/low_res/249.png,./dataset/train/high_res/249.png
./dataset/train/low_res/250.png,./dataset/train/high_res/250.png
./dataset/train/low_res/251.png,./dataset/train/high_res/251.png
./dataset/train/low_res/252.png,./dataset/train/high_res/252.png
./dataset/train/low_res/253.png,./dataset/train/high_res/253.png
./dataset/train/low_res/254.png,./dataset/train/high_res/254.png
./dataset/train/low_res/255.png,./dataset/train/high_res/255.png
./dataset/train/low_res/256.png,./dataset/train/high_res/256.png
./dataset/train/low_res/257.png,./dataset/train/high_res/257.png
./dataset/train/low_res/258.png,./dataset/train/high_res/258.png
./dataset/train/low_res/259.png,./dataset/train/high_res/259.png
./dataset/train/low_res/260.png,./dataset/train/high_res/260.png
./dataset/train/low_res/261.png,./dataset/train/high_res/261.png
./dataset/train/low_res/262.png,./dataset/train/high_res/262.png
./dataset/train/low_res/263.png,./dataset/train/high_res/263.png
./dataset/train/low_res/264.png,./dataset/train/high_res/264.png
./dataset/train/low_res/265.png,./dataset/train/high_res/265.png
./dataset/train/low_res/266.png,./dataset/train/high_res/266.png
./dataset/train/low_res/267.png,./dataset/train/high_res/267.png
./dataset/train/low_res/268.png,./dataset/train/high_res/268.png
./dataset/train/low_res/269.png,./dataset/train/high_res/269.png
./dataset/train/low_res/270.png,./dataset/train/high_res/270.png
./dataset/train/low_res/271.png,./dataset/train/high_res/271.png
./dataset/train/low_res/272.png,./dataset/train/high_res/272.png
./dataset/train/low_res/273.png,./dataset/train/high_res/273.png
./dataset/train/low_res/274.png,./dataset/train/high_res/274.png
./dataset/train/low_res/275.png,./dataset/train/high_res/275.png
./dataset/train/low_res/276.png,./dataset/train/high_res/276.png
./dataset/train/low_res/277.png,./dataset/train/high_res/277.png
./dataset/train/low_res/278.png,./dataset/train/high_res/278.png
./dataset/train/low_res/279.png,./dataset/train/high_res/279.png
./dataset/train/low_res/280.png,./dataset/train/high_res/280.png
./dataset/train/low_res/281.png,./dataset/train/high_res/281.png
./dataset/train/low_res/282.png,./dataset/train/high_res/282.png
./dataset/train/low_res/283.png,./dataset/train/high_res/283.png
./dataset/train/low_res/284.png,./dataset/train/high_res/284.png
./dataset/train/low_res/285.png,./dataset/train/high_res/285.png
./dataset/train/low_res/286.png,./dataset/train/high_res/286.png
./dataset/train/low_res/287.png,./dataset/train/high_res/287.png
./dataset/train/low_res/288.png,./dataset/train/high_res/288.png
./dataset/train/low_res/289.png,./dataset/train/high_res/289.png
./dataset/train/low_res/290.png,./dataset/train/high_res/290.png
./dataset/train/low_res/291.png,./dataset/train/high_res/291.png
./dataset/train/low_res/292.png,./dataset/train/high_res/292.png
./dataset/train/low_res/293.png,./dataset/train/high_res/293.png
./dataset/train/low_res/294.png,./dataset/train/high_res/294.png
./dataset/train/low_res/295.png,./dataset/train/high_res/295.png
./dataset/train/low_res/296.png,./dataset/train/high_res/296.png
./dataset/train/low_res/297.png,./dataset/train/high_res/297.png
./dataset/train/low_res/298.png,./dataset/train/high_res/298.png
./dataset/train/low_res/299.png,./dataset/train/high_res/299.png
./dataset/train/low_res/300.png,./dataset/train/high_res/300.png
./dataset/train/low_res/301.png,./dataset/train/high_res/301.png
./dataset/train/low_res/302.png,./dataset/train/high_res/302.png
./dataset/train/low_res/303.png,./dataset/train/high_res/303.png
./dataset/train/low_res/304.png,./dataset/train/high_res/304.png
./dataset/train/low_res/305.png,./dataset/train/high_res/305.png
./dataset/train/low_res/306.png,./dataset/train/high_res/306.png
./dataset/train/low_res/307.png,./dataset/train/high_res/307.png
./dataset/train/low_res/308.png,./dataset/train/high_res/308.png
./dataset/train/low_res/309.png,./dataset/train/high_res/309.png
./dataset/train/low_res/310.png,./dataset/train/high_res/310.png
./dataset/train/low_res/311.png,./dataset/train/high_res/311.png
./dataset/train/low_res/312.png,./dataset/train/high_res/312.png
./dataset/train/low_res/313.png,./dataset/train/high_res/313.png
./dataset/train/low_res/314.png,./dataset/train/high_res/314.png
./dataset/train/low_res/315.png,./dataset/train/high_res/315.png
./dataset/train/low_res/316.png,./dataset/train/high_res/316.png
./dataset/train/low_res/317.png,./dataset/train/high_res/317.png
./dataset/train/low_res/318.png,./dataset/train/high_res/318.png
./dataset/train/low_res/319.png,./dataset/train/high_res/319.png
./dataset/train/low_res/320.png,./dataset/train/high_res/320.png
./dataset/train/low_res/321.png,./dataset/train/high_res/321.png
./dataset/train/low_res/322.png,./dataset/train/high_res/322.png
./dataset/train/low_res/323.png,./dataset/train/high_res/323.png
./dataset/train/low_res/324.png,./dataset/train/high_res/324.png
./dataset/train/low_res/325.png,./dataset/train/high_res/325.png
./dataset/train/low_res/326.png,./dataset/train/high_res/326.png
./dataset/train/low_res/327.png,./dataset/train/high_res/327.png
./dataset/train/low_res/328.png,./dataset/train/high_res/328.png
./dataset/train/low_res/329.png,./dataset/train/high_res/329.png
./dataset/train/low_res/330.png,./dataset/train/high_res/330.png
./dataset/train/low_res/331.png,./dataset/train/high_res/331.png
./dataset/train/low_res/332.png,./dataset/train/high_res/332.png
./dataset/train/low_res/333.png,./dataset/train/high_res/333.png
./dataset/train/low_res/334.png,./dataset/train/high_res/334.png
./dataset/train/low_res/335.png,./dataset/train/high_res/335.png
./dataset/train/low_res/336.png,./dataset/train/high_res/336.png
./dataset/train/low_res/337.png,./dataset/train/high_res/337.png
./dataset/train/low_res/338.png,./dataset/train/high_res/338.png
./dataset/train/low_res/339.png,./dataset/train/high_res/339.png
./dataset/train/low_res/340.png,./dataset/train/high_res/340.png
./dataset/train/low_res/341.png,./dataset/train/high_res/341.png
./dataset/train/low_res/342.png,./dataset/train/high_res/342.png
./dataset/train/low_res/343.png,./dataset/train/high_res/343.png
./dataset/train/low_res/344.png,./dataset/train/high_res/344.png
./dataset/train/low_res/345.png,./dataset/train/high_res/345.png
./dataset/train/low_res/346.png,./dataset/train/high_res/346.png
./dataset/train/low_res/347.png,./dataset/train/high_res/347.png
./dataset/train/low_res/348.png,./dataset/train/high_res/348.png
./dataset/train/low_res/349.png,./dataset/train/high_res/349.png
./dataset/train/low_res/350.png,./dataset/train/high_res/350.png
./dataset/train/low_res/351.png,./dataset/train/high_res/351.png
./dataset/train/low_res/352.png,./dataset/train/high_res/352.png
./dataset/train/low_res/353.png,./dataset/train/high_res/353.png
./dataset/train/low_res/354.png,./dataset/train/high_res/354.png
./dataset/train/low_res/355.png,./dataset/train/high_res/355.png
./dataset/train/low_res/356.png,./dataset/train/high_res/356.png
./dataset/train/low_res/357.png,./dataset/train/high_res/357.png
./dataset/train/low_res/358.png,./dataset/train/high_res/358.png
./dataset/train/low_res/359.png,./dataset/train/high_res/359.png
./dataset/train/low_res/360.png,./dataset/train/high_res/360.png
./dataset/train/low_res/361.png,./dataset/train/high_res/361.png
./dataset/train/low_res/362.png,./dataset/train/high_res/362.png
./dataset/train/low_res/363.png,./dataset/train/high_res/363.png
./dataset/train/low_res/364.png,./dataset/train/high_res/364.png
./dataset/train/low_res/365.png,./dataset/train/high_res/365.png
./dataset/train/low_res/366.png,./dataset/train/high_res/366.png
./dataset/train/low_res/367.png,./dataset/train/high_res/367.png
./dataset/train/low_res/368.png,./dataset/train/high_res/368.png
./dataset/train/low_res/369.png,./dataset/train/high_res/369.png
./dataset/train/low_res/370.png,./dataset/train/high_res/370.png
./dataset/train/low_res/371.png,./dataset/train/high_res/371.png
./dataset/train/low_res/372.png,./dataset/train/high_res/372.png
./dataset/train/low_res/373.png,./dataset/train/high_res/373.png
./dataset/train/low_res/374.png,./dataset/train/high_res/374.png
./dataset/train/low_res/375.png,./dataset/train/high_res/375.png
./dataset/train/low_res/376.png,./dataset/train/high_res/376.png
./dataset/train/low_res/377.png,./dataset/train/high_res/377.png
./dataset/train/low_res/378.png,./dataset/train/high_res/378.png
./dataset/train/low_res/379.png,./dataset/train/high_res/379.png
./dataset/train/low_res/380.png,./dataset/train/high_res/380.png
./dataset/train/low_res/381.png,./dataset/train/high_res/381.png
./dataset/train/low_res/382.png,./dataset/train/high_res/382.png
./dataset/train/low_res/383.png,./dataset/train/high_res/383.png
./dataset/train/low_res/384.png,./dataset/train/high_res/384.png
./dataset/train/low_res/385.png,./dataset/train/high_res/385.png
./dataset/train/low_res/386.png,./dataset/train/high_res/386.png
./dataset/train/low_res/387.png,./dataset/train/high_res/387.png
./dataset/train/low_res/388.png,./dataset/train/high_res/388.png
./dataset/train/low_res/389.png,./dataset/train/high_res/389.png
./dataset/train/low_res/390.png,./dataset/train/high_res/390.png
./dataset/train/low_res/391.png,./dataset/train/high_res/391.png
./dataset/train/low_res/392.png,./dataset/train/high_res/392.png
./dataset/train/low_res/393.png,./dataset/train/high_res/393.png
./dataset/train/low_res/394.png,./dataset/train/high_res/394.png
./dataset/train/low_res/395.png,./dataset/train/high_res/395.png
./dataset/train/low_res/396.png,./dataset/train/high_res/396.png
./dataset/train/low_res/397.png,./dataset/train/high_res/397.png
./dataset/train/low_res/398.png,./dataset/train/high_res/398.png
./dataset/train/low_res/399.png,./dataset/train/high_res/399.png
./dataset/train/low_res/400.png,./dataset/train/high_res/400.png
./dataset/train/low_res/401.png,./dataset/train/high_res/401.png
./dataset/train/low_res/402.png,./dataset/train/high_res/402.png
./dataset/train/low_res/403.png,./dataset/train/high_res/403.png
./dataset/train/low_res/404.png,./dataset/train/high_res/404.png
./dataset/train/low_res/405.png,./dataset/train/high_res/405.png
./dataset/train/low_res/406.png,./dataset/train/high_res/406.png
./dataset/train/low_res/407.png,./dataset/train/high_res/407.png
./dataset/train/low_res/408.png,./dataset/train/high_res/408.png
./dataset/train/low_res/409.png,./dataset/train/high_res/409.png
./dataset/train/low_res/410.png,./dataset/train/high_res/410.png
./dataset/train/low_res/411.png,./dataset/train/high_res/411.png
./dataset/train/low_res/412.png,./dataset/train/high_res/412.png
./dataset/train/low_res/413.png,./dataset/train/high_res/413.png
./dataset/train/low_res/414.png,./dataset/train/high_res/414.png
./dataset/train/low_res/415.png,./dataset/train/high_res/415.png
./dataset/train/low_res/416.png,./dataset/train/high_res/416.png
./dataset/train/low_res/417.png,./dataset/train/high_res/417.png
./dataset/train/low_res/418.png,./dataset/train/high_res/418.png
./dataset/train/low_res/419.png,./dataset/train/high_res/419.png
./dataset/train/low_res/420.png,./dataset/train/high_res/420.png
./dataset/train/low_res/421.png,./dataset/train/high_res/421.png
./dataset/train/low_res/422.png,./dataset/train/high_res/422.png
./dataset/train/low_res/423.png,./dataset/train/high_res/423.png
./dataset/train/low_res/424.png,./dataset/train/high_res/424.png
./dataset/train/low_res/425.png,./dataset/train/high_res/425.png
./dataset/train/low_res/426.png,./dataset/train/high_res/426.png
./dataset/train/low_res/427.png,./dataset/train/high_res/427.png
./dataset/train/low_res/428.png,./dataset/train/high_res/428.png
./dataset/train/low_res/429.png,./dataset/train/high_res/429.png
./dataset/train/low_res/430.png,./dataset/train/high_res/430.png
./dataset/train/low_res/431.png,./dataset/train/high_res/431.png
./dataset/train/low_res/432.png,./dataset/train/high_res/432.png
./dataset/train/low_res/433.png,./dataset/train/high_res/433.png
./dataset/train/low_res/434.png,./dataset/train/high_res/434.png
./dataset/train/low_res/435.png,./dataset/train/high_res/435.png
./dataset/train/low_res/436.png,./dataset/train/high_res/436.png
./dataset/train/low_res/437.png,./dataset/train/high_res/437.png
./dataset/train/low_res/438.png,./dataset/train/high_res/438.png
./dataset/train/low_res/439.png,./dataset/train/high_res/439.png
./dataset/train/low_res/440.png,./dataset/train/high_res/440.png
./dataset/train/low_res/441.png,./dataset/train/high_res/441.png
./dataset/train/low_res/442.png,./dataset/train/high_res/442.png
./dataset/train/low_res/443.png,./dataset/train/high_res/443.png
./dataset/train/low_res/444.png,./dataset/train/high_res/444.png
./dataset/train/low_res/445.png,./dataset/train/high_res/445.png
./dataset/train/low_res/446.png,./dataset/train/high_res/446.png
./dataset/train/low_res/447.png,./dataset/train/high_res/447.png
./dataset/train/low_res/448.png,./dataset/train/high_res/448.png
./dataset/train/low_res/449.png,./dataset/train/high_res/449.png
./dataset/train/low_res/450.png,./dataset/train/high_res/450.png
./dataset/train/low_res/451.png,./dataset/train/high_res/451.png
./dataset/train/low_res/452.png,./dataset/train/high_res/452.png
./dataset/train/low_res/453.png,./dataset/train/high_res/453.png
./dataset/train/low_res/454.png,./dataset/train/high_res/454.png
./dataset/train/low_res/455.png,./dataset/train/high_res/455.png
./dataset/train/low_res/456.png,./dataset/train/high_res/456.png
./dataset/train/low_res/457.png,./dataset/train/high_res/457.png
./dataset/train/low_res/458.png,./dataset/train/high_res/458.png
./dataset/train/low_res/459.png,./dataset/train/high_res/459.png
./dataset/train/low_res/460.png,./dataset/train/high_res/460.png
./dataset/train/low_res/461.png,./dataset/train/high_res/461.png
./dataset/train/low_res/462.png,./dataset/train/high_res/462.png
./dataset/train/low_res/463.png,./dataset/train/high_res/463.png
./dataset/train/low_res/464.png,./dataset/train/high_res/464.png
./dataset/train/low_res/465.png,./dataset/train/high_res/465.png
